set;model;epochs;loss;accuracy;val_loss;val_accuracy
FreezerRegularTrain;resnet;1000;8.1807e-04;1.0000;0.0131;0.9975
FreezerRegularTrain;encoder;20;0.3999;0.8133;0.4054;0.8333
FreezerRegularTrain;encoder;100;0.0992;0.9600;0.1305;0.9484
FreezerRegularTrain;encoder;500;0.0011;1.0000;0.0705;0.9677
FreezerRegularTrain;encoder;1000;1.5225e-04;1.0000;0.0665;0.9765
FreezerSmallTrain;inception;20;0.0513;1.0000;4.0925;0.5000
FreezerSmallTrain;inception;100;0.1523;0.9286;1.0203;0.5060
FreezerSmallTrain;inception;500;7.6153e-04;1.0000;0.4781;0.9168
FreezerSmallTrain;inception;1000;0.0013;1.0000;0.6532;0.9060
FreezerSmallTrain;cnn;20;0.4575;0.8571;0.6649;0.7267
FreezerSmallTrain;cnn;100;0.1523;0.9286;1.0739;0.5000
FreezerSmallTrain;cnn;500;0.0092;1.0000;1.8064;0.5498
FreezerSmallTrain;cnn;1000;0.0034;1.0000;0.9152;0.8484
FreezerSmallTrain;resnet;20;0.2018;0.9286;0.6557;0.6825
FreezerSmallTrain;resnet;100;0.0409;1.0000;1.1130;0.4993
FreezerSmallTrain;resnet;500;3.6484e-04;1.0000;0.5536;0.8667
FreezerSmallTrain;resnet;1000;8.1571e-04;1.0000;0.7519;0.8751
FreezerSmallTrain;encoder;20;0.5453;0.8214;0.5690;0.7639
FreezerSmallTrain;encoder;100;0.1175;0.9643;0.5356;0.7425
FreezerSmallTrain;encoder;500;0.0042;1.0000;1.1131;0.7200
FreezerSmallTrain;encoder;1000;1.7168e-04;1.0000;1.3323;0.7204
Fungi;inception;20;1.1609;0.8889;3.4626;0.0376
Fungi;inception;100;0.0724;1.0000;2.5071;0.4946
Fungi;inception;500;0.0033;1.0000;0.0543;0.9839
Fungi;inception;1000;0.0016;1.0000;0.0057;1.0000
Fungi;cnn;20;2.2538;0.5556;2.8364;0.1828
Fungi;cnn;100;1.1238;1.0000;4.8203;0.0591
Fungi;cnn;500;0.0806;1.0000;4.0570;0.3280
Fungi;cnn;1000;0.0140;1.0000;0.1151;0.9785
Fungi;resnet;20;1.0198;1.0000;2.8403;0.1828
Fungi;resnet;100;0.0388;1.0000;4.4360;0.0376
Fungi;resnet;500;0.0032;1.0000;0.4671;0.8763
Fungi;resnet;1000;0.0017;1.0000;0.0196;0.9946
Fungi;encoder;20;2.6839;0.5000;2.7103;0.5914
Fungi;encoder;100;0.3893;1.0000;1.0520;0.7204
Fungi;encoder;500;0.0121;1.0000;1.1909;0.7527
Fungi;encoder;1000;0.0022;1.0000;1.3738;0.7688
GestureMidAirD1;inception;20;3.2581;0.0385;3.2581;0.0385
GestureMidAirD1;inception;100;3.2581;0.0385;3.2581;0.0385
GestureMidAirD1;inception;500;3.2581;0.0385;3.2581;0.0385
GestureMidAirD1;inception;1000;3.2581;0.0385;3.2581;0.0385
GestureMidAirD1;cnn;20;3.2581;0.0385;3.2330;0.0385
GestureMidAirD1;cnn;100;3.2581;0.0240;3.2330;0.0385
GestureMidAirD1;cnn;500;3.2581;0.0385;3.2330;0.0385
GestureMidAirD1;cnn;1000;3.2581;0.0385;3.2330;0.0385
GestureMidAirD1;resnet;20;3.2581;0.0385;3.2330;0.0385
GestureMidAirD1;resnet;100;3.2581;0.0385;3.2331;0.0385
GestureMidAirD1;resnet;500;3.2581;0.0385;3.2331;0.0385
GestureMidAirD1;resnet;1000;3.2581;0.0385;3.2331;0.0385
GestureMidAirD1;encoder;20;3.2581;0.0385;3.2581;0.0385
GestureMidAirD1;encoder;100;3.2581;0.0385;3.2581;0.0385
GestureMidAirD1;encoder;500;3.2581;0.0385;3.2581;0.0385
GestureMidAirD1;encoder;1000;3.2581;0.0385;3.2581;0.0385
GestureMidAirD2;inception;20;3.2581;0.0385;3.2581;0.0385
GestureMidAirD2;inception;100;3.2581;0.0385;3.2581;0.0385
GestureMidAirD2;inception;500;3.2581;0.0385;3.2581;0.0385
GestureMidAirD2;inception;1000;3.2581;0.0385;3.2581;0.0385
GestureMidAirD2;cnn;20;3.2581;0.0385;3.2331;0.0385
GestureMidAirD2;cnn;100;3.2581;0.0385;3.2331;0.0385
GestureMidAirD2;cnn;500;3.2581;0.0385;3.2331;0.0385
GestureMidAirD2;cnn;1000;3.2581;0.0385;3.2331;0.0385
GestureMidAirD2;resnet;20;3.2581;0.0385;3.2331;0.0385
GestureMidAirD2;resnet;100;3.2581;0.0385;3.2330;0.0385
GestureMidAirD2;resnet;500;3.2581;0.0385;3.2330;0.0385
GestureMidAirD2;resnet;1000;3.2581;0.0385;3.2330;0.0385
GestureMidAirD2;encoder;20;3.2581;0.0385;3.2581;0.0385
GestureMidAirD2;encoder;100;3.2581;0.0385;3.2581;0.0385
GestureMidAirD2;encoder;500;3.2581;0.0385;3.2581;0.0385
GestureMidAirD2;encoder;1000;3.2581;0.0385;3.2581;0.0385
GestureMidAirD3;inception;20;3.2581;0.0385;3.2581;0.0385
GestureMidAirD3;inception;100;3.2581;0.0385;3.2581;0.0385
GestureMidAirD3;inception;500;3.2581;0.0385;3.2581;0.0385
GestureMidAirD3;inception;1000;3.2581;0.0385;3.2581;0.0385
GestureMidAirD3;cnn;20;3.2581;0.0385;3.2330;0.0385
GestureMidAirD3;cnn;100;3.2581;0.0385;3.2330;0.0385
GestureMidAirD3;cnn;500;3.2581;0.0385;3.2330;0.0385
GestureMidAirD3;cnn;1000;3.2581;0.0385;3.2330;0.0385
GestureMidAirD3;resnet;20;3.2581;0.0385;3.2330;0.0385
GestureMidAirD3;resnet;100;3.2581;0.0385;3.2330;0.0385
GestureMidAirD3;resnet;500;3.2581;0.0385;3.2330;0.0385
GestureMidAirD3;resnet;1000;3.2581;0.0385;3.2330;0.0385
GestureMidAirD3;encoder;20;3.2581;0.0385;3.2581;0.0385
GestureMidAirD3;encoder;100;3.2581;0.0385;3.2581;0.0385
GestureMidAirD3;encoder;500;3.2581;0.0385;3.2581;0.0385
GestureMidAirD3;encoder;1000;3.2581;0.0385;3.2581;0.0385
GesturePebbleZ1;inception;20;1.7910;0.1894;1.7918;0.1570
GesturePebbleZ1;inception;100;1.7896;0.1894;1.7925;0.1570
GesturePebbleZ1;inception;500;1.7894;0.1894;1.7931;0.1570
GesturePebbleZ1;inception;1000;1.7894;0.1894;1.7931;0.1570
GesturePebbleZ1;cnn;20;1.7916;0.1667;1.7916;0.1686
GesturePebbleZ1;cnn;100;1.7909;0.1894;1.7914;0.1570
GesturePebbleZ1;cnn;500;1.7902;0.1894;1.7914;0.1570
GesturePebbleZ1;cnn;1000;1.7899;0.1894;1.7915;0.1570
GesturePebbleZ1;resnet;20;1.7912;0.1894;1.7921;0.1570
GesturePebbleZ1;resnet;100;1.7904;0.1894;1.7924;0.1570
GesturePebbleZ1;resnet;500;1.7895;0.1894;1.7926;0.1570
GesturePebbleZ1;resnet;1000;1.7895;0.1894;1.7926;0.1570
GesturePebbleZ1;encoder;20;1.7916;0.1894;1.7917;0.1570
GesturePebbleZ1;encoder;100;1.7902;0.1894;1.7918;0.1570
GesturePebbleZ1;encoder;500;1.7894;0.1894;1.7933;0.1570
GesturePebbleZ1;encoder;1000;1.7894;0.1894;1.7932;0.1570
GesturePebbleZ2;inception;20;1.7913;0.1781;1.7927;0.1582
GesturePebbleZ2;inception;100;1.7911;0.1781;1.7926;0.1582
GesturePebbleZ2;inception;500;1.7910;0.1781;1.7926;0.1582
GesturePebbleZ2;inception;1000;1.7910;0.1781;1.7926;0.1582
GesturePebbleZ2;cnn;20;1.7916;0.1781;1.7917;0.1582
GesturePebbleZ2;cnn;100;1.7912;0.1781;1.7921;0.1582
GesturePebbleZ2;cnn;500;1.7907;0.1781;1.7930;0.1582
GesturePebbleZ2;cnn;1000;1.7909;0.1781;1.7931;0.1582
GesturePebbleZ2;resnet;20;1.7915;0.1781;1.7921;0.1582
GesturePebbleZ2;resnet;100;1.7912;0.1781;1.7918;0.1582
GesturePebbleZ2;resnet;500;1.7910;0.1781;1.7929;0.1582
GesturePebbleZ2;resnet;1000;1.7907;0.1781;1.7930;0.1582
GesturePebbleZ2;encoder;20;1.7794;0.1781;1.7917;0.1582
GesturePebbleZ2;encoder;100;1.7791;0.1781;1.7921;0.1582
GesturePebbleZ2;encoder;500;1.7788;0.1781;1.7931;0.1582
GesturePebbleZ2;encoder;1000;1.7785;0.1781;1.7926;0.1582
GunPointAgeSpan;inception;20;0.1045;0.9704;0.8214;0.4905
GunPointAgeSpan;inception;100;0.0370;0.9926;1.9398;0.6234
GunPointAgeSpan;inception;500;7.1177e-04;1.0000;3.1454;0.7310
GunPointAgeSpan;inception;1000;2.1314e-04;1.0000;0.0252;0.9937
GunPointAgeSpan;cnn;20;0.5503;0.8444;0.9228;0.4937
GunPointAgeSpan;cnn;100;0.3607;0.8741;1.8176;0.4937
GunPointAgeSpan;cnn;500;0.1987;0.9333;0.4925;0.8101
GunPointAgeSpan;cnn;1000;0.1177;0.9852;0.1707;0.9462
GunPointAgeSpan;resnet;20;0.3001;0.8593;1.0158;0.4937
GunPointAgeSpan;resnet;100;0.0453;0.9926;2.8038;0.5570
GunPointAgeSpan;resnet;500;0.0015;1.0000;0.0616;0.9842
GunPointAgeSpan;resnet;1000;3.6235e-04;1.0000;0.0636;0.9873
GunPointAgeSpan;encoder;20;0.3510;0.9185;0.3804;0.8892
GunPointAgeSpan;encoder;100;0.0793;0.9630;0.1149;0.9462
GunPointAgeSpan;encoder;500;0.0019;1.0000;0.0944;0.9684
GunPointAgeSpan;encoder;1000;1.6600e-04;1.0000;0.1085;0.9778
GunPointMaleVersusFemale;inception;20;0.0141;1.0000;1.7736;0.5253
GunPointMaleVersusFemale;inception;100;0.0075;1.0000;1.0619;0.7152
GunPointMaleVersusFemale;inception;500;7.0866e-04;1.0000;0.0122;0.9968
GunPointMaleVersusFemale;inception;1000;2.9658e-04;1.0000;0.0070;0.9968
GunPointMaleVersusFemale;cnn;20;0.2378;0.9185;1.1313;0.4747
GunPointMaleVersusFemale;cnn;100;0.1533;0.9630;3.0424;0.4747
GunPointMaleVersusFemale;cnn;500;0.0855;0.9630;0.1230;0.9525
GunPointMaleVersusFemale;cnn;1000;0.0229;1.0000;0.1223;0.9557
GunPointMaleVersusFemale;resnet;20;0.3130;0.9037;1.9587;0.4842
GunPointMaleVersusFemale;resnet;100;0.1012;0.9704;0.4624;0.7848
GunPointMaleVersusFemale;resnet;500;0.0046;1.0000;0.1178;0.9494
GunPointMaleVersusFemale;resnet;1000;0.0026;1.0000;0.0719;0.9778
GunPointMaleVersusFemale;encoder;20;0.3323;0.9630;0.3005;0.9430
GunPointMaleVersusFemale;encoder;100;0.0070;1.0000;0.0071;1.0000
GunPointMaleVersusFemale;encoder;500;1.1596e-04;1.0000;0.0019;1.0000
GunPointMaleVersusFemale;encoder;1000;2.2502e-05;1.0000;0.0023;1.0000
GunPointOldVersusYoung;inception;20;6.2013e-04;1.0000;0.2287;0.8794
GunPointOldVersusYoung;inception;100;6.3669e-05;1.0000;0.4124;0.7683
GunPointOldVersusYoung;inception;500;8.7131e-05;1.0000;0.0017;1.0000
GunPointOldVersusYoung;inception;1000;1.8105e-05;1.0000;1.6987e-05;1.0000
GunPointOldVersusYoung;cnn;20;0.1060;0.9559;0.3183;0.8762
GunPointOldVersusYoung;cnn;100;0.0470;1.0000;2.3451;0.5270
GunPointOldVersusYoung;cnn;500;6.0477e-04;1.0000;0.0051;1.0000
GunPointOldVersusYoung;cnn;1000;0.0016;1.0000;0.0012;1.0000
GunPointOldVersusYoung;resnet;20;0.0173;1.0000;0.5971;0.7492
GunPointOldVersusYoung;resnet;100;0.0274;1.0000;6.4625;0.5238
GunPointOldVersusYoung;resnet;500;2.2722e-04;1.0000;3.6519e-04;1.0000
GunPointOldVersusYoung;resnet;1000;1.3329e-04;1.0000;3.2733e-04;1.0000
GunPointOldVersusYoung;encoder;20;0.2594;0.9632;0.2004;0.9810
GunPointOldVersusYoung;encoder;100;0.0029;1.0000;0.0016;1.0000
GunPointOldVersusYoung;encoder;500;6.2258e-05;1.0000;4.2225e-05;1.0000
GunPointOldVersusYoung;encoder;1000;1.6629e-05;1.0000;1.4788e-05;1.0000
HouseTwenty;inception;20;0.0244;1.0000;1.0446;0.5798
HouseTwenty;inception;100;0.0057;1.0000;1.7685;0.4202
HouseTwenty;inception;500;5.3806e-04;1.0000;0.1298;0.9748
HouseTwenty;inception;1000;1.6158e-04;1.0000;0.1063;0.9748
HouseTwenty;cnn;20;0.0992;0.9750;0.5976;0.7059
HouseTwenty;cnn;100;0.0113;1.0000;0.7790;0.6555
HouseTwenty;cnn;500;0.0013;1.0000;0.2234;0.9328
HouseTwenty;cnn;1000;0.0013;1.0000;0.1738;0.9580
HouseTwenty;resnet;20;0.0167;1.0000;0.5614;0.7563
HouseTwenty;resnet;100;0.0034;1.0000;0.8170;0.6891
HouseTwenty;resnet;500;4.8446e-04;1.0000;0.1700;0.9496
HouseTwenty;resnet;1000;5.4925e-04;1.0000;0.1391;0.9580
HouseTwenty;encoder;20;0.5665;0.9750;0.6845;0.6050
HouseTwenty;encoder;100;0.0591;1.0000;0.6221;0.6471
HouseTwenty;encoder;500;8.4076e-04;1.0000;0.6849;0.6723
HouseTwenty;encoder;1000;3.8360e-04;1.0000;0.7288;0.6555
InsectEPGRegularTrain;inception;20;0.0078;1.0000;0.3398;0.8313
InsectEPGRegularTrain;inception;100;0.0039;1.0000;0.6090;0.5663
InsectEPGRegularTrain;inception;500;0.0364;0.9677;0.0016;1.0000
InsectEPGRegularTrain;inception;1000;6.2855e-04;1.0000;4.0299e-04;1.0000
InsectEPGRegularTrain;cnn;20;0.0160;1.0000;0.3915;1.0000
InsectEPGRegularTrain;cnn;100;0.0217;1.0000;2.0789;0.1888
InsectEPGRegularTrain;cnn;500;0.0024;1.0000;0.0192;1.0000
InsectEPGRegularTrain;cnn;1000;0.0018;1.0000;3.6088e-04;1.0000
InsectEPGRegularTrain;resnet;20;0.0013;1.0000;0.4755;0.8313
InsectEPGRegularTrain;resnet;100;0.0241;0.9839;1.2350;0.5261
InsectEPGRegularTrain;resnet;500;4.5628e-04;1.0000;5.6866e-04;1.0000
InsectEPGRegularTrain;resnet;1000;1.2604e-04;1.0000;0.0029;1.0000
InsectEPGRegularTrain;encoder;20;0.2839;0.8387;0.3384;0.8313
InsectEPGRegularTrain;encoder;100;0.0113;1.0000;0.0607;0.9759
InsectEPGRegularTrain;encoder;500;0.0021;1.0000;0.0111;0.9960
InsectEPGRegularTrain;encoder;1000;3.0319e-05;1.0000;0.0793;0.9759
InsectEPGSmallTrain;inception;20;0.8414;0.8824;5.8967;0.1687
InsectEPGSmallTrain;inception;100;0.1722;0.9412;2.7249;0.1687
InsectEPGSmallTrain;inception;500;0.0172;1.0000;1.1916;0.6305
InsectEPGSmallTrain;inception;1000;0.0032;1.0000;0.0251;1.0000
InsectEPGSmallTrain;cnn;20;0.5308;0.8824;0.8174;0.6506
InsectEPGSmallTrain;cnn;100;0.0393;1.0000;1.9998;0.1687
InsectEPGSmallTrain;cnn;500;0.0905;1.0000;2.4661;0.1687
InsectEPGSmallTrain;cnn;1000;0.0425;1.0000;0.0104;1.0000
InsectEPGSmallTrain;resnet;20;0.1996;1.0000;0.8909;0.8313
InsectEPGSmallTrain;resnet;100;0.2568;0.9412;0.5917;0.5462
InsectEPGSmallTrain;resnet;500;0.0128;1.0000;0.4148;0.8072
InsectEPGSmallTrain;resnet;1000;0.0073;1.0000;0.0190;1.0000
InsectEPGSmallTrain;encoder;20;0.5979;0.8235;0.4831;0.8313
InsectEPGSmallTrain;encoder;100;0.0146;1.0000;0.2219;0.8514
InsectEPGSmallTrain;encoder;500;4.7573e-04;1.0000;0.2949;0.8755
InsectEPGSmallTrain;encoder;1000;3.5834e-04;1.0000;0.2835;0.8956
MelbournePedestrian;inception;20;2.3025;0.0871;2.3025;0.1005
MelbournePedestrian;inception;100;2.3025;0.1005;2.3025;0.1005
MelbournePedestrian;inception;500;2.3025;0.1005;2.3025;0.1005
MelbournePedestrian;inception;1000;2.3025;0.1005;2.3025;0.1005
MelbournePedestrian;cnn;20;2.3026;0.0896;2.3025;0.1005
MelbournePedestrian;cnn;100;2.3025;0.0921;2.3025;0.1005
MelbournePedestrian;cnn;500;2.3025;0.1005;2.3025;0.1005
MelbournePedestrian;cnn;1000;2.3025;0.1005;2.3025;0.1005
MelbournePedestrian;resnet;20;2.3026;0.0812;2.3025;0.1005
MelbournePedestrian;resnet;100;2.3025;0.1005;2.3025;0.1005
MelbournePedestrian;resnet;500;2.3025;0.1005;2.3025;0.1005
MelbournePedestrian;resnet;1000;2.3025;0.0913;2.3025;0.1005
MelbournePedestrian;encoder;20;2.3026;0.0905;2.3026;0.1005
MelbournePedestrian;encoder;100;2.3025;0.0955;2.3025;0.1005
MelbournePedestrian;encoder;500;2.3025;0.0896;2.3025;0.1005
MelbournePedestrian;encoder;1000;2.3025;0.1005;2.3025;0.1005
MixedShapesRegularTrain;inception;20;0.2209;0.9460;3.2863;0.1724
MixedShapesRegularTrain;inception;100;0.0054;1.0000;9.2203;0.1724
MixedShapesRegularTrain;inception;500;4.9124e-04;1.0000;0.1479;0.9530
MixedShapesRegularTrain;inception;1000;4.0032e-04;1.0000;0.1275;0.9637
MixedShapesRegularTrain;cnn;20;0.5677;0.8260;3.4309;0.1724
MixedShapesRegularTrain;cnn;100;0.2293;0.9400;8.5089;0.3122
MixedShapesRegularTrain;cnn;500;0.0546;0.9900;18.2913;0.1922
MixedShapesRegularTrain;cnn;1000;0.0053;1.0000;0.1332;0.9608
MixedShapesRegularTrain;resnet;20;0.2183;0.9360;2.6110;0.2573
MixedShapesRegularTrain;resnet;100;0.0104;1.0000;0.1947;0.9398
MixedShapesRegularTrain;resnet;500;6.6030e-04;1.0000;0.0752;0.9798
MixedShapesRegularTrain;resnet;1000;1.0607e-04;1.0000;0.0793;0.9794
MixedShapesRegularTrain;encoder;20;0.3452;0.9160;0.4485;0.8219
MixedShapesRegularTrain;encoder;100;0.0335;0.9980;0.2850;0.9035
MixedShapesRegularTrain;encoder;500;4.1258e-04;1.0000;0.3579;0.9056
MixedShapesRegularTrain;encoder;1000;6.3396e-05;1.0000;0.4077;0.9068
MixedShapesSmallTrain;inception;20;0.2553;0.9600;2.2628;0.2697
MixedShapesSmallTrain;inception;100;0.0064;1.0000;9.9607;0.1724
MixedShapesSmallTrain;inception;500;6.6860e-04;1.0000;10.6612;0.1810
MixedShapesSmallTrain;inception;1000;4.5182e-04;1.0000;0.3645;0.9039
MixedShapesSmallTrain;cnn;20;0.9938;0.7200;1.5680;0.3629
MixedShapesSmallTrain;cnn;100;0.3778;0.9000;5.5467;0.1889
MixedShapesSmallTrain;cnn;500;0.0606;0.9900;0.6328;0.8062
MixedShapesSmallTrain;cnn;1000;0.0253;1.0000;0.3576;0.8928
MixedShapesSmallTrain;resnet;20;0.3151;0.9300;1.6670;0.1724
MixedShapesSmallTrain;resnet;100;0.0395;1.0000;5.5255;0.1724
MixedShapesSmallTrain;resnet;500;8.4044e-04;1.0000;0.2969;0.9184
MixedShapesSmallTrain;resnet;1000;0.0016;1.0000;0.3038;0.9138
MixedShapesSmallTrain;encoder;20;1.1359;0.7500;1.1299;0.6313
MixedShapesSmallTrain;encoder;100;0.1748;1.0000;0.5228;0.8049
MixedShapesSmallTrain;encoder;500;0.0046;1.0000;0.5569;0.8177
MixedShapesSmallTrain;encoder;1000;8.2933e-04;1.0000;0.6042;0.8173
PickupGestureWiimoteZ;inception;20;2.3025;0.1000;2.3025;0.1000
PickupGestureWiimoteZ;inception;100;2.3026;0.1000;2.3026;0.1000
PickupGestureWiimoteZ;inception;500;2.3026;0.1000;2.3026;0.1000
PickupGestureWiimoteZ;inception;1000;2.3026;0.1000;2.3026;0.1000
PickupGestureWiimoteZ;cnn;20;2.3025;0.1000;2.3026;0.1000
PickupGestureWiimoteZ;cnn;100;2.3025;0.1000;2.3026;0.1000
PickupGestureWiimoteZ;cnn;500;2.3026;0.1000;2.3025;0.1000
PickupGestureWiimoteZ;cnn;1000;2.3026;0.1000;2.3026;0.1000
PickupGestureWiimoteZ;resnet;20;2.3026;0.1000;2.3028;0.1000
PickupGestureWiimoteZ;resnet;100;2.3026;0.1000;2.3025;0.1000
PickupGestureWiimoteZ;resnet;500;2.3026;0.1000;2.3025;0.1000
PickupGestureWiimoteZ;resnet;1000;2.3026;0.1000;2.3026;0.1000
PickupGestureWiimoteZ;encoder;20;2.2565;0.1000;2.2565;0.1000
PickupGestureWiimoteZ;encoder;100;2.2565;0.1000;2.2566;0.1000
PickupGestureWiimoteZ;encoder;500;2.2565;0.1000;2.2565;0.1000
PickupGestureWiimoteZ;encoder;1000;2.2566;0.1000;2.2565;0.1000
PigAirwayPressure;inception;20;3.0777;0.1731;4.9661;0.0000e+00
PigAirwayPressure;inception;100;1.5264;0.6635;4.3592;0.0337
PigAirwayPressure;inception;500;0.0563;1.0000;13.0471;0.0529
PigAirwayPressure;inception;1000;0.0135;1.0000;1.2105;0.6827
PigAirwayPressure;cnn;20;3.3220;0.0962;3.8750;0.0385
PigAirwayPressure;cnn;100;2.8861;0.1923;7.1529;0.0192
PigAirwayPressure;cnn;500;1.4876;0.5865;2.2736;0.2596
PigAirwayPressure;cnn;1000;0.9212;0.7500;29.7396;0.0192
PigAirwayPressure;resnet;20;2.9418;0.1827;3.7650;0.0240
PigAirwayPressure;resnet;100;1.9351;0.5385;8.5175;0.0192
PigAirwayPressure;resnet;500;0.3223;0.9423;47.6336;0.0240
PigAirwayPressure;resnet;1000;0.0610;1.0000;2.5198;0.3798
PigAirwayPressure;encoder;20;3.1033;0.4904;3.9818;0.0433
PigAirwayPressure;encoder;100;0.0822;0.9808;6.7654;0.0529
PigAirwayPressure;encoder;500;0.0062;1.0000;8.4084;0.0529
PigAirwayPressure;encoder;1000;0.0011;1.0000;9.5515;0.0529
PigArtPressure;inception;20;2.1745;0.6154;3.6730;0.0913
PigArtPressure;inception;100;0.1408;1.0000;7.7075;0.0192
PigArtPressure;inception;500;0.0063;1.0000;2.1468;0.4279
PigArtPressure;inception;1000;0.0020;1.0000;0.0059;1.0000
PigArtPressure;cnn;20;3.2117;0.1731;3.8164;0.0337
PigArtPressure;cnn;100;2.3792;0.5673;7.9195;0.0192
PigArtPressure;cnn;500;0.4767;0.9712;1.3677;0.5529
PigArtPressure;cnn;1000;0.1306;0.9712;0.1110;0.9856
PigArtPressure;resnet;20;2.4505;0.4904;3.8775;0.0144
PigArtPressure;resnet;100;0.3993;0.9904;8.9769;0.0192
PigArtPressure;resnet;500;0.0088;1.0000;0.0132;1.0000
PigArtPressure;resnet;1000;0.0283;0.9904;0.0076;1.0000
PigArtPressure;encoder;20;2.8295;0.9712;4.0124;0.0721
PigArtPressure;encoder;100;0.0133;1.0000;4.7705;0.0817
PigArtPressure;encoder;500;5.8809e-04;1.0000;5.2650;0.0817
PigArtPressure;encoder;1000;1.1422e-04;1.0000;5.5228;0.0817
PigCVP;inception;20;2.6383;0.3365;3.5052;0.0625
PigCVP;inception;100;0.4813;0.9712;6.0329;0.0337
PigCVP;inception;500;0.0108;1.0000;1.4868;0.6731
PigCVP;inception;1000;0.0038;1.0000;0.1780;0.9663
PigCVP;cnn;20;3.0783;0.1538;3.6902;0.0962
PigCVP;cnn;100;2.5016;0.4038;6.7593;0.0192
PigCVP;cnn;500;1.1109;0.8077;2.2154;0.3125
PigCVP;cnn;1000;0.5761;0.9712;2.4387;0.2452
PigCVP;resnet;20;2.6765;0.2596;3.7723;0.0481
PigCVP;resnet;100;1.1311;0.8558;9.0909;0.0192
PigCVP;resnet;500;0.0379;1.0000;1.3746;0.6106
PigCVP;resnet;1000;0.0178;1.0000;2.2048;0.4567
PigCVP;encoder;20;3.0600;0.9231;3.9813;0.0625
PigCVP;encoder;100;0.0226;1.0000;4.3830;0.0481
PigCVP;encoder;500;9.2334e-04;1.0000;4.6515;0.0433
PigCVP;encoder;1000;1.9870e-04;1.0000;4.7935;0.0433
PLAID;inception;20;2.3736;0.1639;2.3726;0.1620
PLAID;inception;100;2.3020;0.1639;2.3011;0.1620
PLAID;inception;500;2.2236;0.1639;2.2238;0.1620
PLAID;inception;1000;2.2199;0.1639;2.2210;0.1620
PLAID;cnn;20;2.3342;0.1639;2.3327;0.1620
PLAID;cnn;100;2.2401;0.1639;2.2376;0.1620
PLAID;cnn;500;2.2212;0.1639;2.2207;0.1620
PLAID;cnn;1000;2.2218;0.1639;2.2207;0.1620
PLAID;resnet;20;2.3343;0.1601;2.3324;0.1601
PLAID;resnet;100;2.2375;0.1639;2.2370;0.1620
PLAID;resnet;500;2.2215;0.1639;2.2207;0.1620
PLAID;resnet;1000;2.2224;0.1639;2.2207;0.1620
PLAID;encoder;20;2.2261;0.1639;2.2192;0.1620
PLAID;encoder;100;2.2131;0.1639;2.2043;0.1620
PLAID;encoder;500;2.2124;0.1639;2.2043;0.1620
PLAID;encoder;1000;2.2122;0.1601;2.2044;0.1601
PowerCons;inception;20;0.0094;1.0000;0.2615;0.9222
PowerCons;inception;100;3.6109e-04;1.0000;0.1356;0.9333
PowerCons;inception;500;3.9404e-04;1.0000;0.1717;0.9611
PowerCons;inception;1000;6.3976e-05;1.0000;0.1230;0.9722
PowerCons;cnn;20;0.2253;0.9167;0.5849;0.6778
PowerCons;cnn;100;0.1878;0.9111;0.8099;0.6833
PowerCons;cnn;500;0.0069;1.0000;0.4085;0.8611
PowerCons;cnn;1000;7.8294e-04;1.0000;0.4106;0.9056
PowerCons;resnet;20;0.0270;0.9944;0.6085;0.5778
PowerCons;resnet;100;0.0059;1.0000;0.4744;0.8778
PowerCons;resnet;500;1.7703e-04;1.0000;0.7149;0.8778
PowerCons;resnet;1000;1.9109e-04;1.0000;0.7101;0.8722
PowerCons;encoder;20;0.3618;0.9444;0.4277;0.8667
PowerCons;encoder;100;0.0324;1.0000;0.1680;0.9222
PowerCons;encoder;500;6.0333e-04;1.0000;0.1051;0.9611
PowerCons;encoder;1000;9.9506e-05;1.0000;0.1025;0.9722
Rock;inception;20;0.7986;0.7000;5.1519;0.1200
Rock;inception;100;0.5198;0.7500;1.8741;0.2800
Rock;inception;500;0.1008;1.0000;7.6418;0.2800
Rock;inception;1000;0.0137;1.0000;0.8452;0.7400
Rock;cnn;20;1.1779;0.5000;1.2300;0.3600
Rock;cnn;100;0.7410;0.7500;1.2517;0.5000
Rock;cnn;500;0.4417;0.8500;1.6498;0.3600
Rock;cnn;1000;0.4544;0.9500;1.1574;0.5200
Rock;resnet;20;0.6732;0.6500;1.2582;0.4400
Rock;resnet;100;0.4875;0.8500;1.1221;0.5200
Rock;resnet;500;0.0432;1.0000;2.2470;0.3800
Rock;resnet;1000;0.0673;1.0000;1.6390;0.7200
Rock;encoder;20;1.1709;0.9000;1.1322;0.7200
Rock;encoder;100;0.0471;1.0000;0.4220;0.8000
Rock;encoder;500;9.3789e-04;1.0000;0.5272;0.8400
Rock;encoder;1000;2.4644e-04;1.0000;0.6102;0.8600
SemgHandGenderCh2;inception;20;0.3870;0.8300;0.4958;0.7617
SemgHandGenderCh2;inception;100;0.1948;0.9233;1.1277;0.7067
SemgHandGenderCh2;inception;500;0.0039;1.0000;0.6618;0.7900
SemgHandGenderCh2;inception;1000;0.0014;1.0000;0.3551;0.8683
SemgHandGenderCh2;cnn;20;0.5443;0.7767;1.0358;0.4933
SemgHandGenderCh2;cnn;100;0.3704;0.8367;0.6264;0.7217
SemgHandGenderCh2;cnn;500;0.1433;0.9633;0.6653;0.7767
SemgHandGenderCh2;cnn;1000;0.0237;0.9967;1.0002;0.7567
SemgHandGenderCh2;resnet;20;0.3436;0.8667;0.6583;0.6833
