classifier_name,dataset_name,accuracy
Inception_1000_all,ToeSegmentation1,0.925438596491228
Cnn_100_none,ToeSegmentation2,0.923076923076923
cnn_100_all,ToeSegmentation2,0.884615384615385
Resnet_100_none,ToeSegmentation2,0.938461538461538
Resnet_100_all,ToeSegmentation2,0.953846153846154
Encoder_100_none,ToeSegmentation2,0.669230769230769
Encoder_100_all,ToeSegmentation2,0.469230769230769
Inception_100_none,ToeSegmentation2,0.938461538461538
Inception_100_all,ToeSegmentation2,0.938461538461538
Cnn_1000_none,ToeSegmentation2,0.876923076923077
Cnn_1000_all,ToeSegmentation2,0.915384615384615
Resnet_1000_none,ToeSegmentation2,0.884615384615385
Resnet_1000_all,ToeSegmentation2,0.946153846153846
Encoder_1000_none,ToeSegmentation2,0.669230769230769
Encoder_1000_all,ToeSegmentation2,0.476923076923077
Inception_1000_none,ToeSegmentation2,0.930769230769231
Inception_1000_all,ToeSegmentation2,0.923076923076923
Cnn_100_none,Trace,1
cnn_100_all,Trace,1
Resnet_100_none,Trace,1
Resnet_100_all,Trace,0.95
Encoder_100_none,Trace,0.98
Encoder_100_all,Trace,0.94
Inception_100_none,Trace,1
Inception_100_all,Trace,0.94
Cnn_1000_none,Trace,1
Cnn_1000_all,Trace,1
Resnet_1000_none,Trace,1
Resnet_1000_all,Trace,0.98
Encoder_1000_none,Trace,0.98
Encoder_1000_all,Trace,0.95
Inception_1000_none,Trace,1
Inception_1000_all,Trace,1
Cnn_100_none,TwoLeadECG,0.759438103599649
cnn_100_all,TwoLeadECG,0.763827919227392
Resnet_100_none,TwoLeadECG,0.997366110623354
Resnet_100_all,TwoLeadECG,0.720807726075505
Encoder_100_none,TwoLeadECG,0.97892888498683
Encoder_100_all,TwoLeadECG,0.84108867427568
Inception_100_none,TwoLeadECG,0.633889376646181
Inception_100_all,TwoLeadECG,0.769973661106234
Cnn_1000_none,TwoLeadECG,0.999122036874451
Cnn_1000_all,TwoLeadECG,0.845478489903424
Resnet_1000_none,TwoLeadECG,1
Resnet_1000_all,TwoLeadECG,0.846356453028973
Encoder_1000_none,TwoLeadECG,0.99297629499561
Encoder_1000_all,TwoLeadECG,0.902546093064091
Inception_1000_none,TwoLeadECG,0.995610184372256
Inception_1000_all,TwoLeadECG,0.907813871817384
Cnn_100_none,TwoPatterns,0.868
cnn_100_all,TwoPatterns,0.63
Resnet_100_none,TwoPatterns,1
Resnet_100_all,TwoPatterns,0.83025
Encoder_100_none,TwoPatterns,0.9995
Encoder_100_all,TwoPatterns,0.89525
Inception_100_none,TwoPatterns,1
Inception_100_all,TwoPatterns,0.741
Cnn_1000_none,TwoPatterns,0.8745
Cnn_1000_all,TwoPatterns,0.81475
Resnet_1000_none,TwoPatterns,1
Resnet_1000_all,TwoPatterns,0.87275
Encoder_1000_none,TwoPatterns,1
Encoder_1000_all,TwoPatterns,0.93175
Inception_1000_none,TwoPatterns,1
Inception_1000_all,TwoPatterns,0.97875
Cnn_100_none,UWaveGestureLibraryAll,0.7071468453378
cnn_100_all,UWaveGestureLibraryAll,0.527917364600782
Resnet_100_none,UWaveGestureLibraryAll,0.856225572305974
Resnet_100_all,UWaveGestureLibraryAll,0.553880513679509
Encoder_100_none,UWaveGestureLibraryAll,0.949748743718593
Encoder_100_all,UWaveGestureLibraryAll,0.888330541596873
Inception_100_none,UWaveGestureLibraryAll,0.922668900055835
Inception_100_all,UWaveGestureLibraryAll,0.528475711892797
Cnn_1000_none,UWaveGestureLibraryAll,0.814349525404802
Cnn_1000_all,UWaveGestureLibraryAll,0.655499720826354
Resnet_1000_none,UWaveGestureLibraryAll,0.860134003350084
Resnet_1000_all,UWaveGestureLibraryAll,0.66108319374651
Encoder_1000_none,UWaveGestureLibraryAll,0.95784477945282
Encoder_1000_all,UWaveGestureLibraryAll,0.903685092127303
Inception_1000_none,UWaveGestureLibraryAll,0.936348408710218
Inception_1000_all,UWaveGestureLibraryAll,0.720826353992183
Cnn_100_none,Wine,0.5
cnn_100_all,Wine,0.5
Resnet_100_none,Wine,0.5
Resnet_100_all,Wine,0.5
Encoder_100_none,Wine,0.518518518518518
Encoder_100_all,Wine,0.555555555555556
Inception_100_none,Wine,0.5
Inception_100_all,Wine,0.5
Cnn_1000_none,Wine,0.5
Cnn_1000_all,Wine,0.5
Resnet_1000_none,Wine,0.814814814814815
Resnet_1000_all,Wine,0.5
Encoder_1000_none,Wine,0.722222222222222
Encoder_1000_all,Wine,0.537037037037037
Inception_1000_none,Wine,0.648148148148148
Inception_1000_all,Wine,0.5
Cnn_100_none,WordSynonyms,0.5
cnn_100_all,WordSynonyms,0.431034482758621
Resnet_100_none,WordSynonyms,0.626959247648903
Resnet_100_all,WordSynonyms,0.487460815047022
Encoder_100_none,WordSynonyms,0.598746081504702
Encoder_100_all,WordSynonyms,0.504702194357367
Inception_100_none,WordSynonyms,0.697492163009404
Inception_100_all,WordSynonyms,0.507836990595611
Cnn_1000_none,WordSynonyms,0.550156739811912
Cnn_1000_all,WordSynonyms,0.495297805642633
Resnet_1000_none,WordSynonyms,0.63166144200627
Resnet_1000_all,WordSynonyms,0.506269592476489
Encoder_1000_none,WordSynonyms,0.620689655172414
Encoder_1000_all,WordSynonyms,0.551724137931034
Inception_1000_none,WordSynonyms,0.722570532915361
Inception_1000_all,WordSynonyms,0.595611285266458
Cnn_100_none,Worms,0.545454545454545
cnn_100_all,Worms,0.597402597402597
Resnet_100_none,Worms,0.779220779220779
Resnet_100_all,Worms,0.662337662337662
Encoder_100_none,Worms,0.441558441558442
Encoder_100_all,Worms,0.441558441558442
Inception_100_none,Worms,0.636363636363636
Inception_100_all,Worms,0.584415584415584
Cnn_1000_none,Worms,0.766233766233766
Cnn_1000_all,Worms,0.571428571428571
Resnet_1000_none,Worms,0.766233766233766
Resnet_1000_all,Worms,0.714285714285714
Encoder_1000_none,Worms,0.506493506493506
Encoder_1000_all,Worms,0.480519480519481
Inception_1000_none,Worms,0.779220779220779
Inception_1000_all,Worms,0.662337662337662
Cnn_100_none,WormsTwoClass,0.688311688311688
cnn_100_all,WormsTwoClass,0.701298701298701
Resnet_100_none,WormsTwoClass,0.779220779220779
Resnet_100_all,WormsTwoClass,0.779220779220779
Encoder_100_none,WormsTwoClass,0.662337662337662
Encoder_100_all,WormsTwoClass,0.61038961038961
Inception_100_none,WormsTwoClass,0.818181818181818
Inception_100_all,WormsTwoClass,0.818181818181818
Cnn_1000_none,WormsTwoClass,0.779220779220779
Cnn_1000_all,WormsTwoClass,0.701298701298701
Resnet_1000_none,WormsTwoClass,0.779220779220779
Resnet_1000_all,WormsTwoClass,0.779220779220779
Encoder_1000_none,WormsTwoClass,0.623376623376623
Encoder_1000_all,WormsTwoClass,0.701298701298701
Inception_1000_none,WormsTwoClass,0.818181818181818
Inception_1000_all,WormsTwoClass,0.818181818181818
Cnn_100_none,SyntheticControl,0.983333333333333
cnn_100_all,SyntheticControl,0.773333333333333
Resnet_100_none,SyntheticControl,0.993333333333333
Resnet_100_all,SyntheticControl,0.923333333333333
Encoder_100_none,SyntheticControl,0.986666666666667
Encoder_100_all,SyntheticControl,0.946666666666667
Inception_100_none,SyntheticControl,0.996666666666667
Inception_100_all,SyntheticControl,0.946666666666667
Cnn_1000_none,SyntheticControl,0.983333333333333
Cnn_1000_all,SyntheticControl,0.936666666666667
Resnet_1000_none,SyntheticControl,0.993333333333333
Resnet_1000_all,SyntheticControl,0.96
Encoder_1000_none,SyntheticControl,0.99
Encoder_1000_all,SyntheticControl,0.966666666666667
Inception_1000_none,SyntheticControl,0.996666666666667
Inception_1000_all,SyntheticControl,0.976666666666667
Cnn_100_none,UWaveGestureLibraryX,0.752931323283082
cnn_100_all,UWaveGestureLibraryX,0.72250139586823
Resnet_100_none,UWaveGestureLibraryX,0.783361250697934
Resnet_100_all,UWaveGestureLibraryX,0.727247347850363
Encoder_100_none,UWaveGestureLibraryX,0.7928531546622
Encoder_100_all,UWaveGestureLibraryX,0.738414293690676
Inception_100_none,UWaveGestureLibraryX,0.821608040201005
Inception_100_all,UWaveGestureLibraryX,0.721384701284199
Cnn_1000_none,UWaveGestureLibraryX,0.758514796203238
Cnn_1000_all,UWaveGestureLibraryX,0.745393634840871
Resnet_1000_none,UWaveGestureLibraryX,0.781407035175879
Resnet_1000_all,UWaveGestureLibraryX,0.750697934115019
Encoder_1000_none,UWaveGestureLibraryX,0.784757118927973
Encoder_1000_all,UWaveGestureLibraryX,0.753489670575098
Inception_1000_none,UWaveGestureLibraryX,0.815466219988833
Inception_1000_all,UWaveGestureLibraryX,0.771915131211614
Cnn_100_none,UWaveGestureLibraryY,0.601619207146845
cnn_100_all,UWaveGestureLibraryY,0.431044109436069
Resnet_100_none,UWaveGestureLibraryY,0.675879396984925
Resnet_100_all,UWaveGestureLibraryY,0.436348408710218
Encoder_100_none,UWaveGestureLibraryY,0.681742043551089
Encoder_100_all,UWaveGestureLibraryY,0.652707984366276
Inception_100_none,UWaveGestureLibraryY,0.74930206588498
Inception_100_all,UWaveGestureLibraryY,0.455332216638749
Cnn_1000_none,UWaveGestureLibraryY,0.579843662758236
Cnn_1000_all,UWaveGestureLibraryY,0.483249581239531
Resnet_1000_none,UWaveGestureLibraryY,0.676158570630932
Resnet_1000_all,UWaveGestureLibraryY,0.532942490228922
Encoder_1000_none,UWaveGestureLibraryY,0.681742043551089
Encoder_1000_all,UWaveGestureLibraryY,0.652707984366276
Inception_1000_none,UWaveGestureLibraryY,0.749581239530988
Inception_1000_all,UWaveGestureLibraryY,0.553880513679509
Cnn_100_none,UWaveGestureLibraryZ,0.599944165270798
cnn_100_all,UWaveGestureLibraryZ,0.693746510329425
Resnet_100_none,UWaveGestureLibraryZ,0.757398101619207
Resnet_100_all,UWaveGestureLibraryZ,0.682300390843104
Encoder_100_none,UWaveGestureLibraryZ,0.682021217197097
Encoder_100_all,UWaveGestureLibraryZ,0.661641541038526
Inception_100_none,UWaveGestureLibraryZ,0.763539921831379
Inception_100_all,UWaveGestureLibraryZ,0.675879396984925
Cnn_1000_none,UWaveGestureLibraryZ,0.724455611390285
Cnn_1000_all,UWaveGestureLibraryZ,0.709101060859855
Resnet_1000_none,UWaveGestureLibraryZ,0.756560580681184
Resnet_1000_all,UWaveGestureLibraryZ,0.685929648241206
Encoder_1000_none,UWaveGestureLibraryZ,0.708263539921831
Encoder_1000_all,UWaveGestureLibraryZ,0.669179229480737
Inception_1000_none,UWaveGestureLibraryZ,0.763819095477387
Inception_1000_all,UWaveGestureLibraryZ,0.73143495254048
Cnn_100_none,Wafer,0.995781959766386
cnn_100_all,Wafer,0.937865022712524
Resnet_100_none,Wafer,0.998215444516548
Resnet_100_all,Wafer,0.951492537313433
Encoder_100_none,Wafer,0.995619727449708
Encoder_100_all,Wafer,0.996593121349773
Inception_100_none,Wafer,0.999513303049968
Inception_100_all,Wafer,0.948572355613238
Cnn_1000_none,Wafer,0.996268656716418
Cnn_1000_all,Wafer,0.97420506164828
Resnet_1000_none,Wafer,0.998864373783258
Resnet_1000_all,Wafer,0.987021414665801
Encoder_1000_none,Wafer,0.998864373783258
Encoder_1000_all,Wafer,0.996430889033095
Inception_1000_none,Wafer,0.999513303049968
Inception_1000_all,Wafer,0.992537313432836
Cnn_100_none,Yoga,0.766333333333333
cnn_100_all,Yoga,0.662333333333333
Resnet_100_none,Yoga,0.840666666666667
Resnet_100_all,Yoga,0.704
Encoder_100_none,Yoga,0.846666666666667
Encoder_100_all,Yoga,0.814
Inception_100_none,Yoga,0.917333333333333
Inception_100_all,Yoga,0.655
Cnn_1000_none,Yoga,0.858666666666667
Cnn_1000_all,Yoga,0.748666666666667
Resnet_1000_none,Yoga,0.892666666666667
Resnet_1000_all,Yoga,0.764
Encoder_1000_none,Yoga,0.854
Encoder_1000_all,Yoga,0.813666666666667
Inception_1000_none,Yoga,0.911
Inception_1000_all,Yoga,0.755
inception_100_Training,Adiac,0.0256
inception_1000_Training,Adiac,0.8235
cnn_100_Training,Adiac,0.3223
cnn_1000_Training,Adiac,0.7877
resnet_100_Training,Adiac,0.4987
resnet_1000_Training,Adiac,0.8261
encoder_100_Training,Adiac,0.4348
encoder_1000_Training,Adiac,0.7852
inception_100_Training,ArrowHead,0.3029
inception_1000_Training,ArrowHead,0.8743
cnn_100_Training,ArrowHead,0.3029
cnn_1000_Training,ArrowHead,0.8171
resnet_100_Training,ArrowHead,0.1943
resnet_1000_Training,ArrowHead,0.8514
encoder_100_Training,ArrowHead,0.68
encoder_1000_Training,ArrowHead,0.8457
inception_100_Training,Beef,0.3333
inception_1000_Training,Beef,0.8333
cnn_100_Training,Beef,0.2
cnn_1000_Training,Beef,0.6333
resnet_100_Training,Beef,0.2
resnet_1000_Training,Beef,0.7333
encoder_100_Training,Beef,0.5333
encoder_1000_Training,Beef,0.7333
inception_100_Training,BeetleFly,0.75
inception_1000_Training,BeetleFly,0.85
cnn_100_Training,BeetleFly,0.5
cnn_1000_Training,BeetleFly,0.85
resnet_100_Training,BeetleFly,0.5
resnet_1000_Training,BeetleFly,0.8
encoder_100_Training,BeetleFly,0.75
encoder_1000_Training,BeetleFly,0.7
inception_100_Training,BirdChicken,0.7
inception_1000_Training,BirdChicken,0.85
cnn_100_Training,BirdChicken,0.5
cnn_1000_Training,BirdChicken,0.9
resnet_100_Training,BirdChicken,0.5
resnet_1000_Training,BirdChicken,1
encoder_100_Training,BirdChicken,0.5
encoder_1000_Training,BirdChicken,0.55
inception_100_Training,Car,0.3167
inception_1000_Training,Car,0.8667
cnn_100_Training,Car,0.2333
cnn_1000_Training,Car,0.9167
resnet_100_Training,Car,0.2333
resnet_1000_Training,Car,0.9333
encoder_100_Training,Car,0.6
encoder_1000_Training,Car,0.8333
inception_100_Training,CBF,0.9022
inception_1000_Training,CBF,0.9989
cnn_100_Training,CBF,0.5167
cnn_1000_Training,CBF,0.9978
resnet_100_Training,CBF,0.3333
resnet_1000_Training,CBF,0.9978
encoder_100_Training,CBF,0.9244
encoder_1000_Training,CBF,0.9567
inception_100_Training,ChlorineConcentration,0.5674
inception_1000_Training,ChlorineConcentration,0.8505
cnn_100_Training,ChlorineConcentration,0.3276
cnn_1000_Training,ChlorineConcentration,0.7047
resnet_100_Training,ChlorineConcentration,0.7859
resnet_1000_Training,ChlorineConcentration,0.6747
encoder_100_Training,ChlorineConcentration,0.5828
encoder_1000_Training,ChlorineConcentration,0.7984
inception_100_Training,CinCECGTorso,0.25
inception_1000_Training,CinCECGTorso,0.8268
cnn_100_Training,CinCECGTorso,0.2478
cnn_1000_Training,CinCECGTorso,0.8167
resnet_100_Training,CinCECGTorso,0.2478
resnet_1000_Training,CinCECGTorso,0.8399
encoder_100_Training,CinCECGTorso,0.8587
encoder_1000_Training,CinCECGTorso,0.8833
inception_100_Training,Coffee,0.5357
inception_1000_Training,Coffee,1
cnn_100_Training,Coffee,0.5357
cnn_1000_Training,Coffee,1
resnet_100_Training,Coffee,0.5357
resnet_1000_Training,Coffee,1
encoder_100_Training,Coffee,1
encoder_1000_Training,Coffee,1
inception_100_Training,Computers,0.484
inception_1000_Training,Computers,0.788
cnn_100_Training,Computers,0.7
cnn_1000_Training,Computers,0.828
resnet_100_Training,Computers,0.76
resnet_1000_Training,Computers,0.808
encoder_100_Training,Computers,0.572
encoder_1000_Training,Computers,0.576
inception_100_Training,CricketX,0.2744
inception_1000_Training,CricketX,0.8333
cnn_100_Training,CricketX,0.5513
cnn_1000_Training,CricketX,0.7769
resnet_100_Training,CricketX,0.6359
resnet_1000_Training,CricketX,0.7744
encoder_100_Training,CricketX,0.5897
encoder_1000_Training,CricketX,0.6154
inception_100_Training,CricketY,0.2231
inception_1000_Training,CricketY,0.8436
cnn_100_Training,CricketY,0.6615
cnn_1000_Training,CricketY,0.759
resnet_100_Training,CricketY,0.6821
resnet_1000_Training,CricketY,0.8026
encoder_100_Training,CricketY,0.5538
encoder_1000_Training,CricketY,0.5923
inception_100_Training,CricketZ,0.3462
inception_1000_Training,CricketZ,0.8538
cnn_100_Training,CricketZ,0.7077
cnn_1000_Training,CricketZ,0.7795
resnet_100_Training,CricketZ,0.6436
resnet_1000_Training,CricketZ,0.7949
encoder_100_Training,CricketZ,0.5462
encoder_1000_Training,CricketZ,0.6154
inception_100_Training,DiatomSizeReduction,0.3007
inception_1000_Training,DiatomSizeReduction,0.9673
cnn_100_Training,DiatomSizeReduction,0.1078
cnn_1000_Training,DiatomSizeReduction,0.9216
resnet_100_Training,DiatomSizeReduction,0.3072
resnet_1000_Training,DiatomSizeReduction,0.9902
encoder_100_Training,DiatomSizeReduction,0.8824
encoder_1000_Training,DiatomSizeReduction,0.9641
inception_100_Training,DistalPhalanxOutlineAgeGroup,0.5108
inception_1000_Training,DistalPhalanxOutlineAgeGroup,0.6763
cnn_100_Training,DistalPhalanxOutlineAgeGroup,0.7338
cnn_1000_Training,DistalPhalanxOutlineAgeGroup,0.6906
resnet_100_Training,DistalPhalanxOutlineAgeGroup,0.6978
resnet_1000_Training,DistalPhalanxOutlineAgeGroup,0.7266
encoder_100_Training,DistalPhalanxOutlineAgeGroup,0.7626
encoder_1000_Training,DistalPhalanxOutlineAgeGroup,0.6978
inception_100_Training,DistalPhalanxOutlineCorrect,0.5688
inception_1000_Training,DistalPhalanxOutlineCorrect,0.7935
cnn_100_Training,DistalPhalanxOutlineCorrect,0.7065
cnn_1000_Training,DistalPhalanxOutlineCorrect,0.7572
resnet_100_Training,DistalPhalanxOutlineCorrect,0.7754
resnet_1000_Training,DistalPhalanxOutlineCorrect,0.7645
encoder_100_Training,DistalPhalanxOutlineCorrect,0.7536
encoder_1000_Training,DistalPhalanxOutlineCorrect,0.7609
inception_100_Training,DistalPhalanxTW,0.3957
inception_1000_Training,DistalPhalanxTW,0.6763
cnn_100_Training,DistalPhalanxTW,0.5827
cnn_1000_Training,DistalPhalanxTW,0.7266
resnet_100_Training,DistalPhalanxTW,0.6547
resnet_1000_Training,DistalPhalanxTW,0.6906
encoder_100_Training,DistalPhalanxTW,0.6978
encoder_1000_Training,DistalPhalanxTW,0.6331
inception_100_Training,Earthquakes,0.7266
inception_1000_Training,Earthquakes,0.7482
cnn_100_Training,Earthquakes,0.7482
cnn_1000_Training,Earthquakes,0.7482
resnet_100_Training,Earthquakes,0.7482
resnet_1000_Training,Earthquakes,0.741
encoder_100_Training,Earthquakes,0.7482
encoder_1000_Training,Earthquakes,0.7482
inception_100_Training,ECG200,0.36
inception_1000_Training,ECG200,0.92
cnn_100_Training,ECG200,0.36
cnn_1000_Training,ECG200,0.72
resnet_100_Training,ECG200,0.36
resnet_1000_Training,ECG200,0.87
encoder_100_Training,ECG200,0.89
encoder_1000_Training,ECG200,0.91
inception_100_Training,ECG5000,0.7918
inception_1000_Training,ECG5000,0.9402
cnn_100_Training,ECG5000,0.9364
cnn_1000_Training,ECG5000,0.9351
resnet_100_Training,ECG5000,0.9429
resnet_1000_Training,ECG5000,0.9369
encoder_100_Training,ECG5000,0.9409
encoder_1000_Training,ECG5000,0.9389
inception_100_Training,ECGFiveDays,1
inception_1000_Training,ECGFiveDays,1
cnn_100_Training,ECGFiveDays,0.5029
cnn_1000_Training,ECGFiveDays,0.9895
resnet_100_Training,ECGFiveDays,0.8223
resnet_1000_Training,ECGFiveDays,0.9954
encoder_100_Training,ECGFiveDays,0.8688
encoder_1000_Training,ECGFiveDays,0.9977
inception_100_Training,ElectricDevices,0.4788
inception_1000_Training,ElectricDevices,0.6942
cnn_100_Training,ElectricDevices,0.7288
cnn_1000_Training,ElectricDevices,0.7376
resnet_100_Training,ElectricDevices,0.7213
resnet_1000_Training,ElectricDevices,0.7166
encoder_100_Training,ElectricDevices,0.6904
encoder_1000_Training,ElectricDevices,0.7
inception_100_Training,FaceAll,0.6746
inception_1000_Training,FaceAll,0.7976
cnn_100_Training,FaceAll,0.9024
cnn_1000_Training,FaceAll,0.9314
resnet_100_Training,FaceAll,0.8426
resnet_1000_Training,FaceAll,0.8361
encoder_100_Training,FaceAll,0.7799
encoder_1000_Training,FaceAll,0.8053
inception_100_Training,FaceFour,0.25
inception_1000_Training,FaceFour,0.9659
cnn_100_Training,FaceFour,0.25
cnn_1000_Training,FaceFour,0.9205
resnet_100_Training,FaceFour,0.2727
resnet_1000_Training,FaceFour,0.9545
encoder_100_Training,FaceFour,0.7273
encoder_1000_Training,FaceFour,0.8409
inception_100_Training,FacesUCR,0.4546
inception_1000_Training,FacesUCR,0.9615
cnn_100_Training,FacesUCR,0.6917
cnn_1000_Training,FacesUCR,0.9459
resnet_100_Training,FacesUCR,0.7137
resnet_1000_Training,FacesUCR,0.9551
encoder_100_Training,FacesUCR,0.7834
encoder_1000_Training,FacesUCR,0.8663
inception_100_Training,FiftyWords,0.1978
inception_1000_Training,FiftyWords,0.8022
cnn_100_Training,FiftyWords,0.4857
cnn_1000_Training,FiftyWords,0.6549
resnet_100_Training,FiftyWords,0.6352
resnet_1000_Training,FiftyWords,0.6791
encoder_100_Training,FiftyWords,0.633
encoder_1000_Training,FiftyWords,0.6923
inception_100_Training,Fish,0.1257
inception_1000_Training,Fish,0.9771
cnn_100_Training,Fish,0.1429
cnn_1000_Training,Fish,0.9657
resnet_100_Training,Fish,0.1429
resnet_1000_Training,Fish,0.9771
encoder_100_Training,Fish,0.8343
encoder_1000_Training,Fish,0.8914
inception_100_Training,FordA,0.9432
inception_1000_Training,FordA,0.947
cnn_100_Training,FordA,0.9174
cnn_1000_Training,FordA,0.9258
resnet_100_Training,FordA,0.928
resnet_1000_Training,FordA,0.9356
encoder_100_Training,FordA,0.9386
encoder_1000_Training,FordA,0.9379
inception_100_Training,FordB,0.8136
inception_1000_Training,FordB,0.8494
cnn_100_Training,FordB,0.7642
cnn_1000_Training,FordB,0.7778
resnet_100_Training,FordB,0.8025
resnet_1000_Training,FordB,0.816
encoder_100_Training,FordB,0.7741
encoder_1000_Training,FordB,0.7877
inception_100_Training,GunPoint,0.7467
inception_1000_Training,GunPoint,0.9867
cnn_100_Training,GunPoint,0.5067
cnn_1000_Training,GunPoint,0.9867
resnet_100_Training,GunPoint,0.5067
resnet_1000_Training,GunPoint,0.9933
encoder_100_Training,GunPoint,0.96
encoder_1000_Training,GunPoint,0.9867
inception_100_Training,Ham,0.5143
inception_1000_Training,Ham,0.7238
cnn_100_Training,Ham,0.6571
cnn_1000_Training,Ham,0.6286
resnet_100_Training,Ham,0.5143
resnet_1000_Training,Ham,0.7619
encoder_100_Training,Ham,0.7048
encoder_1000_Training,Ham,0.7143
inception_100_Training,HandOutlines,0.6757
inception_1000_Training,HandOutlines,0.9676
cnn_100_Training,HandOutlines,0.6405
cnn_1000_Training,HandOutlines,0.673
resnet_100_Training,HandOutlines,0.5676
resnet_1000_Training,HandOutlines,0.9297
encoder_100_Training,HandOutlines,0.9135
encoder_1000_Training,HandOutlines,0.9243
inception_100_Training,Haptics,0.2078
inception_1000_Training,Haptics,0.5649
cnn_100_Training,Haptics,0.2175
cnn_1000_Training,Haptics,0.4805
resnet_100_Training,Haptics,0.2305
resnet_1000_Training,Haptics,0.526
encoder_100_Training,Haptics,0.474
encoder_1000_Training,Haptics,0.4513
inception_100_Training,Herring,0.5938
inception_1000_Training,Herring,0.6562
cnn_100_Training,Herring,0.4062
cnn_1000_Training,Herring,0.6406
resnet_100_Training,Herring,0.4062
resnet_1000_Training,Herring,0.625
encoder_100_Training,Herring,0.5469
encoder_1000_Training,Herring,0.4375
inception_100_Training,InlineSkate,0.1527
inception_1000_Training,InlineSkate,0.4818
cnn_100_Training,InlineSkate,0.1618
cnn_1000_Training,InlineSkate,0.2527
resnet_100_Training,InlineSkate,0.1564
resnet_1000_Training,InlineSkate,0.4
encoder_100_Training,InlineSkate,0.2418
encoder_1000_Training,InlineSkate,0.2618
inception_100_Training,InsectWingbeatSound,0.1768
inception_1000_Training,InsectWingbeatSound,0.6212
cnn_100_Training,InsectWingbeatSound,0.1515
cnn_1000_Training,InsectWingbeatSound,0.3934
resnet_100_Training,InsectWingbeatSound,0.2955
resnet_1000_Training,InsectWingbeatSound,0.4788
encoder_100_Training,InsectWingbeatSound,0.6015
encoder_1000_Training,InsectWingbeatSound,0.6126
inception_100_Training,ItalyPowerDemand,0.8552
inception_1000_Training,ItalyPowerDemand,0.965
cnn_100_Training,ItalyPowerDemand,0.5015
cnn_1000_Training,ItalyPowerDemand,0.9572
resnet_100_Training,ItalyPowerDemand,0.5015
resnet_1000_Training,ItalyPowerDemand,0.966
encoder_100_Training,ItalyPowerDemand,0.9689
encoder_1000_Training,ItalyPowerDemand,0.9718
inception_100_Training,LargeKitchenAppliances,0.544
inception_1000_Training,LargeKitchenAppliances,0.9013
cnn_100_Training,LargeKitchenAppliances,0.8613
cnn_1000_Training,LargeKitchenAppliances,0.8907
resnet_100_Training,LargeKitchenAppliances,0.84
resnet_1000_Training,LargeKitchenAppliances,0.896
encoder_100_Training,LargeKitchenAppliances,0.472
encoder_1000_Training,LargeKitchenAppliances,0.552
inception_100_Training,Lightning2,0.541
inception_1000_Training,Lightning2,0.7869
cnn_100_Training,Lightning2,0.541
cnn_1000_Training,Lightning2,0.7541
resnet_100_Training,Lightning2,0.6557
resnet_1000_Training,Lightning2,0.7705
encoder_100_Training,Lightning2,0.6721
encoder_1000_Training,Lightning2,0.6885
inception_100_Training,Lightning7,0.3288
inception_1000_Training,Lightning7,0.8082
cnn_100_Training,Lightning7,0.1644
cnn_1000_Training,Lightning7,0.7945
resnet_100_Training,Lightning7,0.1233
resnet_1000_Training,Lightning7,0.8493
encoder_100_Training,Lightning7,0.5205
encoder_1000_Training,Lightning7,0.5616
inception_100_Training,Mallat,0.1241
inception_1000_Training,Mallat,0.9625
cnn_100_Training,Mallat,0.1245
cnn_1000_Training,Mallat,0.9748
resnet_100_Training,Mallat,0.1245
resnet_1000_Training,Mallat,0.9608
encoder_100_Training,Mallat,0.8674
encoder_1000_Training,Mallat,0.9339
inception_100_Training,Meat,0.3333
inception_1000_Training,Meat,0.8833
cnn_100_Training,Meat,0.3333
cnn_1000_Training,Meat,0.6
resnet_100_Training,Meat,0.3333
resnet_1000_Training,Meat,0.9333
encoder_100_Training,Meat,0.65
encoder_1000_Training,Meat,0.85
inception_100_Training,MedicalImages,0.5658
inception_1000_Training,MedicalImages,0.7776
cnn_100_Training,MedicalImages,0.7211
cnn_1000_Training,MedicalImages,0.7763
resnet_100_Training,MedicalImages,0.75
resnet_1000_Training,MedicalImages,0.75
encoder_100_Training,MedicalImages,0.6895
encoder_1000_Training,MedicalImages,0.775
inception_100_Training,MiddlePhalanxOutlineAgeGroup,0.1883
inception_1000_Training,MiddlePhalanxOutlineAgeGroup,0.539
cnn_100_Training,MiddlePhalanxOutlineAgeGroup,0.3052
cnn_1000_Training,MiddlePhalanxOutlineAgeGroup,0.526
resnet_100_Training,MiddlePhalanxOutlineAgeGroup,0.539
resnet_1000_Training,MiddlePhalanxOutlineAgeGroup,0.5779
encoder_100_Training,MiddlePhalanxOutlineAgeGroup,0.5779
encoder_1000_Training,MiddlePhalanxOutlineAgeGroup,0.5325
inception_100_Training,MiddlePhalanxOutlineCorrect,0.4296
inception_1000_Training,MiddlePhalanxOutlineCorrect,0.8179
cnn_100_Training,MiddlePhalanxOutlineCorrect,0.4536
cnn_1000_Training,MiddlePhalanxOutlineCorrect,0.7285
resnet_100_Training,MiddlePhalanxOutlineCorrect,0.7388
resnet_1000_Training,MiddlePhalanxOutlineCorrect,0.8385
encoder_100_Training,MiddlePhalanxOutlineCorrect,0.8041
encoder_1000_Training,MiddlePhalanxOutlineCorrect,0.811
inception_100_Training,MiddlePhalanxTW,0.1623
inception_1000_Training,MiddlePhalanxTW,0.5065
cnn_100_Training,MiddlePhalanxTW,0.3117
cnn_1000_Training,MiddlePhalanxTW,0.5519
